Date,Open,High,Low,Close,Volume,CloseLag1,CloseLag2,CloseLag3,HML,HMLLag1,HMLLag2,HMLLag3,OMC,OMCLag1,OMCLag2,OMCLag3,VolumeLag1,VolumeLag2,VolumeLag3,CloseEMA2,CloseEMA4,CloseEMA8,LogReturn,Target
2022-03-10,11.38,11.97,11.32,11.87,52295400.0,11.65,11.04,11.11,0.65,0.75,0.671,0.65,-0.49,-0.24,-0.11,0.32,43591400.0,49279600.0,63070600.0,11.388,11.39,11.583,0.018708051712860784,1
2022-03-11,11.86,12.005,11.37,11.39,37817400.0,11.87,11.65,11.04,0.635,0.65,0.75,0.671,0.47,-0.49,-0.24,-0.11,52295400.0,43591400.0,49279600.0,11.629,11.53,11.628,-0.04127839137882515,0
2022-03-14,11.17,11.41,10.41,10.5,49762600.0,11.39,11.87,11.65,1.0,0.635,0.65,0.75,0.67,0.47,-0.49,-0.24,37817400.0,52295400.0,43591400.0,11.509,11.489,11.591,-0.08136055043808443,0
2022-03-15,10.47,10.85,10.27,10.77,40451200.0,10.5,11.39,11.87,0.58,1.0,0.635,0.65,-0.3,0.67,0.47,-0.49,49762600.0,37817400.0,52295400.0,11.005,11.2,11.417,0.025389276508409372,1
2022-03-16,10.95,11.82,10.94,11.79,62746600.0,10.77,10.5,11.39,0.88,0.58,1.0,0.635,-0.84,-0.3,0.67,0.47,40451200.0,49762600.0,37817400.0,10.887,11.074,11.314,0.09048717764185632,1
2022-03-17,11.72,12.37,11.66,12.32,43948900.0,11.79,10.77,10.5,0.71,0.88,0.58,1.0,-0.6,-0.84,-0.3,0.67,62746600.0,40451200.0,49762600.0,11.339,11.284,11.39,0.04397222202086858,1
2022-03-18,12.28,13.02,12.215,12.82,59125500.0,12.32,11.79,10.77,0.805,0.71,0.88,0.58,-0.54,-0.6,-0.84,-0.3,43948900.0,62746600.0,40451200.0,11.829,11.587,11.538,0.03978249435324859,1
2022-03-21,12.72,13.05,12.42,12.59,39410900.0,12.82,12.32,11.79,0.63,0.805,0.71,0.88,0.13,-0.54,-0.6,-0.84,59125500.0,43948900.0,62746600.0,12.325,11.948,11.742,-0.018103567511835894,0
2022-03-22,12.52,13.48,12.52,13.27,46210700.0,12.59,12.82,12.32,0.96,0.63,0.805,0.71,-0.75,0.13,-0.54,-0.6,39410900.0,59125500.0,43948900.0,12.457,12.136,11.877,0.05260302266422297,1
2022-03-23,13.16,13.55,13.02,13.18,33699400.0,13.27,12.59,12.82,0.53,0.96,0.63,0.805,-0.02,-0.75,0.13,-0.54,46210700.0,39410900.0,59125500.0,12.864,12.468,12.098,-0.006805330611426786,0
2022-03-24,13.25,13.42,12.83,13.39,29535300.0,13.18,13.27,12.59,0.59,0.53,0.96,0.63,-0.14,-0.02,-0.75,0.13,33699400.0,46210700.0,39410900.0,13.022,12.677,12.271,0.015807633114495533,1
2022-03-25,13.36,13.395,12.71,12.97,24796900.0,13.39,13.18,13.27,0.685,0.59,0.53,0.96,0.39,-0.14,-0.02,-0.75,29535300.0,33699400.0,46210700.0,13.206,12.886,12.449,-0.031869166426775314,0
2022-03-28,13.01,13.44,12.855,13.42,27152000.0,12.97,13.39,13.18,0.585,0.685,0.59,0.53,-0.41,0.39,-0.14,-0.02,24796900.0,29535300.0,33699400.0,13.088,12.91,12.532,0.03410711831208752,1
2022-03-29,13.65,14.28,13.35,14.2,46433700.0,13.42,12.97,13.39,0.93,0.585,0.685,0.59,-0.55,-0.41,0.39,-0.14,27152000.0,24796900.0,29535300.0,13.254,13.06,12.673,0.05649581394655387,1
2022-03-30,14.04,14.36,13.74,13.88,32164000.0,14.2,13.42,12.97,0.62,0.93,0.585,0.685,0.16,-0.55,-0.41,0.39,46433700.0,27152000.0,24796900.0,13.727,13.394,12.916,-0.022792987851500978,0
2022-03-31,13.9,14.06,13.63,13.73,22840000.0,13.88,14.2,13.42,0.43,0.62,0.93,0.585,0.17,0.16,-0.55,-0.41,32164000.0,46433700.0,27152000.0,13.803,13.536,13.069,-0.010865776884200751,0
2022-04-01,13.77,14.065,13.5,13.83,23831600.0,13.73,13.88,14.2,0.565,0.43,0.62,0.93,-0.06,0.17,0.16,-0.55,22840000.0,32164000.0,46433700.0,13.767,13.593,13.174,0.007256953720631952,1
2022-04-04,14.03,14.66,14.02,14.63,40066800.0,13.83,13.73,13.88,0.64,0.565,0.43,0.62,-0.6,-0.06,0.17,0.16,23831600.0,22840000.0,32164000.0,13.798,13.662,13.279,0.05623408269426608,1
2022-04-05,14.61,14.86,13.795,13.89,37677300.0,14.63,13.83,13.73,1.065,0.64,0.565,0.43,0.72,-0.6,-0.06,0.17,40066800.0,23831600.0,22840000.0,14.214,13.946,13.494,-0.05190504137086559,0
2022-04-06,13.52,13.54,12.85,13.0,40647700.0,13.89,14.63,13.83,0.69,1.065,0.64,0.565,0.52,0.72,-0.6,-0.06,37677300.0,40066800.0,23831600.0,14.052,13.929,13.557,-0.06621982402197628,0
2022-04-07,12.95,13.34,12.48,12.84,34727400.0,13.0,13.89,14.63,0.86,0.69,1.065,0.64,0.11,0.52,0.72,-0.6,40647700.0,37677300.0,40066800.0,13.526,13.657,13.468,-0.012384047315929621,0
2022-04-08,12.7,13.05,12.57,12.7,24962500.0,12.84,13.0,13.89,0.48,0.86,0.69,1.065,0.0,0.11,0.52,0.72,34727400.0,40647700.0,37677300.0,13.183,13.418,13.368,-0.010963331699554855,0
2022-04-11,12.45,12.82,12.13,12.66,26095800.0,12.7,12.84,13.0,0.69,0.48,0.86,0.69,-0.21,0.0,0.11,0.52,24962500.0,34727400.0,40647700.0,12.942,13.208,13.262,-0.0031545737827781825,0
2022-04-12,12.88,13.2,12.425,12.46,26226500.0,12.66,12.7,12.84,0.775,0.69,0.48,0.86,0.42,-0.21,0.0,0.11,26095800.0,24962500.0,34727400.0,12.801,13.047,13.166,-0.015923888242412206,0
2022-04-13,12.35,12.94,12.231,12.9,21152900.0,12.46,12.66,12.7,0.709,0.775,0.69,0.48,-0.55,0.42,-0.21,0.0,26226500.0,26095800.0,24962500.0,12.63,12.875,13.054,0.03470376537546741,1
2022-04-14,12.92,12.92,12.41,12.42,23284100.0,12.9,12.46,12.66,0.51,0.709,0.775,0.69,0.5,-0.55,0.42,-0.21,21152900.0,26226500.0,26095800.0,12.765,12.882,13.029,-0.03791919914816693,0
2022-04-18,12.35,12.415,11.88,12.15,25395600.0,12.42,12.9,12.46,0.535,0.51,0.709,0.775,0.2,0.5,-0.55,0.42,23284100.0,21152900.0,26226500.0,12.593,12.747,12.932,-0.021978944258290743,0
2022-04-19,12.08,13.02,12.07,12.91,31753900.0,12.15,12.42,12.9,0.95,0.535,0.51,0.709,-0.83,0.2,0.5,-0.55,25395600.0,23284100.0,21152900.0,12.371,12.572,12.808,0.060673054649322954,1
2022-04-20,13.08,13.17,12.74,12.79,31528600.0,12.91,12.15,12.42,0.43,0.95,0.535,0.51,0.29,-0.83,0.2,0.5,31753900.0,25395600.0,23284100.0,12.641,12.671,12.824,-0.009338580431005739,0
2022-04-21,13.02,13.33,12.225,12.33,32009000.0,12.79,12.91,12.15,1.105,0.43,0.95,0.535,0.69,0.29,-0.83,0.2,31528600.0,31753900.0,25395600.0,12.715,12.706,12.819,-0.036628301619603926,0
2022-04-22,12.33,12.73,11.86,11.96,30386100.0,12.33,12.79,12.91,0.87,1.105,0.43,0.95,0.37,0.69,0.29,-0.83,32009000.0,31528600.0,31753900.0,12.523,12.596,12.741,-0.03046755927655317,0
2022-04-25,11.83,12.16,11.68,12.11,31727600.0,11.96,12.33,12.79,0.48,0.87,1.105,0.43,-0.28,0.37,0.69,0.29,30386100.0,32009000.0,31528600.0,12.241,12.41,12.617,0.012463777502617424,1
2022-04-26,11.94,12.05,11.1,11.12,38666500.0,12.11,11.96,12.33,0.95,0.48,0.87,1.105,0.82,-0.28,0.37,0.69,31727600.0,30386100.0,32009000.0,12.176,12.322,12.536,-0.0852862506836624,0
2022-04-27,11.01,11.195,10.53,10.56,54508500.0,11.12,12.11,11.96,0.665,0.95,0.48,0.87,0.45,0.82,-0.28,0.37,38666500.0,31727600.0,30386100.0,11.648,11.97,12.311,-0.05167196051644229,0
2022-04-28,10.69,11.045,10.37,10.95,40074500.0,10.56,11.12,12.11,0.675,0.665,0.95,0.48,-0.26,0.45,0.82,-0.28,54508500.0,38666500.0,31727600.0,11.104,11.557,12.032,0.036266120829256156,1
2022-04-29,10.9,11.23,10.36,10.4,30937500.0,10.95,10.56,11.12,0.87,0.675,0.665,0.95,0.5,-0.26,0.45,0.82,40074500.0,54508500.0,38666500.0,11.027,11.379,11.86,-0.05153366937625585,0
2022-05-02,10.38,10.755,10.18,10.74,41193800.0,10.4,10.95,10.56,0.575,0.87,0.675,0.665,-0.36,0.5,-0.26,0.45,30937500.0,40074500.0,54508500.0,10.713,11.092,11.628,0.03216929830201565,1
2022-05-03,10.69,10.98,10.44,10.55,31372700.0,10.74,10.4,10.95,0.54,0.575,0.87,0.675,0.14,-0.36,0.5,-0.26,41193800.0,30937500.0,40074500.0,10.727,10.989,11.486,-0.01784918976835115,0
2022-05-04,10.53,11.01,10.08,10.98,43239900.0,10.55,10.74,10.4,0.93,0.54,0.575,0.87,-0.45,0.14,-0.36,0.5,31372700.0,41193800.0,30937500.0,10.638,10.861,11.337,0.039949516389493914,1
2022-05-05,10.8,10.8,9.98,10.12,40523600.0,10.98,10.55,10.74,0.82,0.93,0.54,0.575,0.68,-0.45,0.14,-0.36,43239900.0,31372700.0,41193800.0,10.809,10.896,11.281,-0.08156174183977483,0
2022-05-06,10.0,10.05,9.42,9.48,69691300.0,10.12,10.98,10.55,0.63,0.82,0.93,0.54,0.52,0.68,-0.45,0.14,40523600.0,43239900.0,31372700.0,10.465,10.668,11.096,-0.06532938457130624,0
2022-05-09,7.78,7.85,7.32,7.46,170871700.0,9.48,10.12,10.98,0.53,0.63,0.82,0.93,0.32,0.52,0.68,-0.45,69691300.0,40523600.0,43239900.0,9.972,10.32,10.839,-0.23962884865041742,0
2022-05-10,7.56,7.703,6.93,7.29,86932400.0,7.46,9.48,10.12,0.773,0.53,0.63,0.82,0.27,0.32,0.52,0.68,170871700.0,69691300.0,40523600.0,8.716,9.483,10.301,-0.0230518785414188,0
2022-05-11,7.28,7.54,6.66,6.71,72894900.0,7.29,7.46,9.48,0.88,0.773,0.53,0.63,0.57,0.27,0.32,0.52,86932400.0,170871700.0,69691300.0,8.003,8.84,9.822,-0.08290458411910272,0
2022-05-12,6.55,7.38,6.44,7.34,82147300.0,6.71,7.29,7.46,0.94,0.88,0.773,0.53,-0.79,0.57,0.27,0.32,72894900.0,86932400.0,170871700.0,7.357,8.216,9.327,0.08973990674628168,1
2022-05-13,7.52,8.35,7.52,8.34,69242700.0,7.34,6.71,7.29,0.83,0.94,0.88,0.773,-0.82,-0.79,0.57,0.27,82147300.0,72894900.0,86932400.0,7.348,7.96,9.011,0.12772437125160044,1
2022-05-16,8.17,8.43,8.01,8.04,46153200.0,8.34,7.34,6.71,0.42,0.83,0.94,0.88,0.13,-0.82,-0.79,0.57,69242700.0,82147300.0,72894900.0,7.844,8.071,8.904,-0.03663415622033869,0
2022-05-17,8.1,8.46,8.01,8.36,38620800.0,8.04,8.34,7.34,0.45,0.42,0.83,0.94,-0.26,0.13,-0.82,-0.79,46153200.0,69242700.0,82147300.0,7.942,8.062,8.767,0.039029307583067795,1
2022-05-18,8.21,8.43,7.92,8.01,29304600.0,8.36,8.04,8.34,0.51,0.45,0.42,0.83,0.2,-0.26,0.13,-0.82,38620800.0,46153200.0,69242700.0,8.151,8.149,8.702,-0.04276759637451552,0
2022-05-19,7.97,8.581,7.945,8.31,35780900.0,8.01,8.36,8.04,0.636,0.51,0.45,0.42,-0.34,0.2,-0.26,0.13,29304600.0,38620800.0,46153200.0,8.081,8.108,8.592,0.03676886970796782,1
2022-05-20,8.26,8.4,7.71,8.08,40879100.0,8.31,8.01,8.36,0.69,0.636,0.51,0.45,0.18,-0.34,0.2,-0.26,35780900.0,29304600.0,38620800.0,8.195,8.168,8.547,-0.02806779627206257,0
2022-05-23,8.01,8.17,7.8,8.01,27755200.0,8.08,8.31,8.01,0.37,0.69,0.636,0.51,0.0,0.18,-0.34,0.2,40879100.0,35780900.0,29304600.0,8.138,8.142,8.473,-0.008701073435905232,0
2022-05-24,7.98,7.99,7.37,7.55,47218700.0,8.01,8.08,8.31,0.62,0.37,0.69,0.636,0.43,0.0,0.18,-0.34,27755200.0,40879100.0,35780900.0,8.074,8.103,8.399,-0.05914320113094994,0
2022-05-25,7.52,8.018,7.51,7.96,35068900.0,7.55,8.01,8.08,0.508,0.62,0.37,0.69,-0.44,0.43,0.0,0.18,47218700.0,27755200.0,40879100.0,7.812,7.941,8.264,0.052881416124796146,1
2022-05-26,7.84,8.4,7.77,8.36,39738900.0,7.96,7.55,8.01,0.63,0.508,0.62,0.37,-0.52,-0.44,0.43,0.0,35068900.0,47218700.0,27755200.0,7.886,7.947,8.216,0.049029381380669375,1
2022-05-27,8.5,8.85,8.434,8.85,37064000.0,8.36,7.96,7.55,0.416,0.63,0.508,0.62,-0.35,-0.52,-0.44,0.43,39738900.0,35068900.0,47218700.0,8.123,8.068,8.239,0.05695911609446681,1
2022-05-31,8.97,9.1,8.56,8.68,41672300.0,8.85,8.36,7.96,0.54,0.416,0.63,0.508,0.29,-0.35,-0.52,-0.44,37064000.0,39738900.0,35068900.0,8.486,8.297,8.336,-0.019395938293002804,0
2022-06-01,8.72,8.979,8.38,8.46,34438100.0,8.68,8.85,8.36,0.599,0.54,0.416,0.63,0.26,0.29,-0.35,-0.52,41672300.0,37064000.0,39738900.0,8.583,8.409,8.391,-0.025672385703527957,0
2022-06-02,8.54,9.39,8.461,9.3,41347000.0,8.46,8.68,8.85,0.929,0.599,0.54,0.416,-0.76,0.26,0.29,-0.35,34438100.0,41672300.0,37064000.0,8.522,8.424,8.402,0.09466524254110485,1
2022-06-03,9.04,9.25,8.86,8.94,36632300.0,9.3,8.46,8.68,0.39,0.929,0.599,0.54,0.1,-0.76,0.26,0.29,41347000.0,34438100.0,41672300.0,8.911,8.681,8.545,-0.03947887841990444,0
2022-06-06,9.11,9.21,8.78,8.98,35101100.0,8.94,9.3,8.46,0.43,0.39,0.929,0.599,0.13,0.1,-0.76,0.26,36632300.0,41347000.0,34438100.0,8.925,8.757,8.608,0.004464289089766226,1
2022-06-07,8.89,9.14,8.73,9.13,28049400.0,8.98,8.94,9.3,0.41,0.43,0.39,0.929,-0.24,0.13,0.1,-0.76,35101100.0,36632300.0,41347000.0,8.953,8.822,8.667,0.016565875803282278,1
2022-06-08,9.18,9.42,9.09,9.18,29056300.0,9.13,8.98,8.94,0.33,0.41,0.43,0.39,0.0,-0.24,0.13,0.1,28049400.0,35101100.0,36632300.0,9.041,8.912,8.74,0.005461530734468474,1
2022-06-09,9.13,9.16,8.67,8.68,30527400.0,9.18,9.13,8.98,0.49,0.33,0.41,0.43,0.45,0.0,-0.24,0.13,29056300.0,28049400.0,35101100.0,9.111,8.991,8.81,-0.05600567404518935,0
2022-06-10,8.48,8.58,8.14,8.26,30225800.0,8.68,9.18,9.13,0.44,0.49,0.33,0.41,0.22,0.45,0.0,-0.24,30527400.0,29056300.0,28049400.0,8.895,8.9,8.79,-0.04959694858820665,0
2022-06-13,7.99,8.0,7.5,7.64,40943000.0,8.26,8.68,9.18,0.5,0.44,0.49,0.33,0.35,0.22,0.45,0.0,30225800.0,30527400.0,29056300.0,8.578,8.712,8.705,-0.07802702953983014,0
2022-06-14,7.735,7.98,7.585,7.82,30564100.0,7.64,8.26,8.68,0.395,0.5,0.44,0.49,-0.085,0.35,0.22,0.45,40943000.0,30225800.0,30527400.0,8.109,8.398,8.536,0.023286990806080623,1
2022-06-15,7.92,8.3,7.815,8.12,38235300.0,7.82,7.64,8.26,0.485,0.395,0.5,0.44,-0.2,-0.085,0.35,0.22,30564100.0,40943000.0,30225800.0,7.964,8.229,8.422,0.037645563571075166,1
2022-06-16,7.84,7.985,7.58,7.67,36793500.0,8.12,7.82,7.64,0.405,0.485,0.395,0.5,0.17,-0.2,-0.085,0.35,38235300.0,30564100.0,40943000.0,8.042,8.197,8.374,-0.05701351475365329,0
2022-06-17,7.7,8.33,7.69,8.24,45518000.0,7.67,8.12,7.82,0.64,0.405,0.485,0.395,-0.54,0.17,-0.2,-0.085,36793500.0,38235300.0,30564100.0,7.856,8.043,8.262,0.07168369081823403,1
2022-06-21,8.59,9.05,8.56,8.71,48887600.0,8.24,7.67,8.12,0.49,0.64,0.405,0.485,-0.12,-0.54,0.17,-0.2,45518000.0,36793500.0,38235300.0,8.048,8.1,8.258,0.055471479099628795,1
2022-06-22,8.52,9.285,8.45,9.01,43430600.0,8.71,8.24,7.67,0.835,0.49,0.64,0.405,-0.49,-0.12,-0.54,0.17,48887600.0,45518000.0,36793500.0,8.379,8.279,8.33,0.03386330177924879,1
2022-06-23,9.02,9.5,8.84,9.46,44618000.0,9.01,8.71,8.24,0.66,0.835,0.49,0.64,-0.44,-0.49,-0.12,-0.54,43430600.0,48887600.0,45518000.0,8.695,8.493,8.438,0.04873729007290082,1
2022-06-24,9.53,10.2,9.48,10.19,67826000.0,9.46,9.01,8.71,0.72,0.66,0.835,0.49,-0.66,-0.44,-0.49,-0.12,44618000.0,43430600.0,48887600.0,9.077,8.776,8.601,0.07433441895913227,1
2022-06-27,10.15,10.16,9.51,9.62,44768000.0,10.19,9.46,9.01,0.65,0.72,0.66,0.835,0.53,-0.66,-0.44,-0.49,67826000.0,44618000.0,43430600.0,9.634,9.19,8.854,-0.05756255327389897,0
2022-06-28,9.57,9.88,9.19,9.31,45589000.0,9.62,10.19,9.46,0.69,0.65,0.72,0.66,0.26,0.53,-0.66,-0.44,44768000.0,67826000.0,44618000.0,9.627,9.316,8.976,-0.032755116420884,0
2022-06-29,9.35,9.42,9.07,9.23,40408700.0,9.31,9.62,10.19,0.35,0.69,0.65,0.72,0.12,0.26,0.53,-0.66,45589000.0,44768000.0,67826000.0,9.468,9.314,9.029,-0.008630137441023584,0
2022-06-30,9.02,9.19,8.72,9.07,33636400.0,9.23,9.31,9.62,0.47,0.35,0.69,0.65,-0.05,0.12,0.26,0.53,40408700.0,45589000.0,44768000.0,9.349,9.29,9.061,-0.01748676843924095,0
2022-07-01,9.11,9.43,9.031,9.27,33504400.0,9.07,9.23,9.31,0.399,0.47,0.35,0.69,-0.16,-0.05,0.12,0.26,33636400.0,40408700.0,45589000.0,9.21,9.225,9.062,0.02181119847863575,1
2022-07-05,9.14,10.1,9.0,10.07,55854800.0,9.27,9.07,9.23,1.1,0.399,0.47,0.35,-0.93,-0.16,-0.05,0.12,33504400.0,33636400.0,40408700.0,9.24,9.238,9.095,0.08277724746607344,1
2022-07-06,10.01,10.31,9.74,9.8,54604300.0,10.07,9.27,9.07,0.57,1.1,0.399,0.47,0.21,-0.93,-0.16,-0.05,55854800.0,33504400.0,33636400.0,9.655,9.482,9.25,-0.027178271285763233,0
2022-07-07,9.76,10.28,9.75,10.18,35672500.0,9.8,10.07,9.27,0.53,0.57,1.1,0.399,-0.42,0.21,-0.93,-0.16,54604300.0,55854800.0,33504400.0,9.727,9.575,9.338,0.038042635961083635,1
2022-07-08,9.92,10.38,9.83,10.17,36737100.0,10.18,9.8,10.07,0.55,0.53,0.57,1.1,-0.25,-0.42,0.21,-0.93,35672500.0,54604300.0,55854800.0,9.954,9.752,9.472,-0.0009828235380194472,0
2022-07-11,9.98,9.994,9.53,9.56,34015100.0,10.17,10.18,9.8,0.464,0.55,0.53,0.57,0.42,-0.25,-0.42,0.21,36737100.0,35672500.0,54604300.0,10.062,9.875,9.583,-0.061854446606062256,0
2022-07-12,9.66,9.96,9.27,9.49,42765800.0,9.56,10.17,10.18,0.69,0.464,0.55,0.53,0.17,0.42,-0.25,-0.42,34015100.0,36737100.0,35672500.0,9.811,9.782,9.579,-0.007349182452645327,0
2022-07-13,9.22,9.55,9.05,9.28,32461300.0,9.49,9.56,10.17,0.5,0.69,0.464,0.55,-0.06,0.17,0.42,-0.25,42765800.0,34015100.0,36737100.0,9.65,9.697,9.565,-0.022377070480171065,0
2022-07-14,9.23,9.28,8.85,8.9,26702100.0,9.28,9.49,9.56,0.43,0.5,0.69,0.464,0.33,-0.06,0.17,0.42,32461300.0,42765800.0,34015100.0,9.465,9.575,9.52,-0.041810284147126515,0
2022-07-15,9.01,9.12,8.65,9.04,34918100.0,8.9,9.28,9.49,0.47,0.43,0.5,0.69,-0.03,0.33,-0.06,0.17,26702100.0,32461300.0,42765800.0,9.183,9.377,9.421,0.015607936307961055,1
2022-07-18,9.25,9.45,9.005,9.03,32428400.0,9.04,8.9,9.28,0.445,0.47,0.43,0.5,0.22,-0.03,0.33,-0.06,34918100.0,26702100.0,32461300.0,9.111,9.278,9.36,-0.0011068323266902318,0
2022-07-19,9.15,9.37,8.89,9.34,29033800.0,9.03,9.04,8.9,0.48,0.445,0.47,0.43,-0.19,0.22,-0.03,0.33,32428400.0,34918100.0,26702100.0,9.071,9.206,9.308,0.033753930720187474,1
2022-07-20,9.44,10.2,9.44,10.11,40845200.0,9.34,9.03,9.04,0.76,0.48,0.445,0.47,-0.67,-0.19,0.22,-0.03,29033800.0,32428400.0,34918100.0,9.205,9.245,9.313,0.07921873049586578,1
2022-07-21,10.37,10.76,10.22,10.49,51691200.0,10.11,9.34,9.03,0.54,0.76,0.48,0.445,-0.12,-0.67,-0.19,0.22,40845200.0,29033800.0,32428400.0,9.658,9.498,9.44,0.03689740151550541,1
2022-07-22,10.35,10.57,9.73,9.84,38915500.0,10.49,10.11,9.34,0.84,0.54,0.76,0.48,0.51,-0.12,-0.67,-0.19,51691200.0,40845200.0,29033800.0,10.074,9.789,9.607,-0.063966674018094,0
2022-07-25,9.83,9.85,9.52,9.68,21485000.0,9.84,10.49,10.11,0.33,0.84,0.54,0.76,0.15,0.51,-0.12,-0.67,38915500.0,51691200.0,40845200.0,9.957,9.804,9.644,-0.016393793756152603,0
2022-07-26,9.66,9.66,9.38,9.4,21997800.0,9.68,9.84,10.49,0.28,0.33,0.84,0.54,0.26,0.15,0.51,-0.12,21485000.0,38915500.0,51691200.0,9.818,9.768,9.65,-0.029352284120837194,0
2022-07-27,9.67,10.03,9.5,10.02,29810900.0,9.4,9.68,9.84,0.53,0.28,0.33,0.84,-0.35,0.26,0.15,0.51,21997800.0,21485000.0,38915500.0,9.609,9.66,9.61,0.0638734926476432,1
2022-07-28,10.03,10.2,9.74,10.13,27172900.0,10.02,9.4,9.68,0.46,0.53,0.28,0.33,-0.1,-0.35,0.26,0.15,29810900.0,21997800.0,21485000.0,9.815,9.765,9.675,0.010918188216104852,1
2022-07-29,10.01,10.35,9.92,10.35,31106600.0,10.13,10.02,9.4,0.43,0.46,0.53,0.28,-0.34,-0.1,-0.35,0.26,27172900.0,29810900.0,21997800.0,9.972,9.872,9.748,0.021485227010536102,1
2022-08-01,10.25,10.7,10.122,10.47,31694700.0,10.35,10.13,10.02,0.578,0.43,0.46,0.53,-0.22,-0.34,-0.1,-0.35,31106600.0,27172900.0,29810900.0,10.161,10.012,9.843,0.01152749381827364,1
2022-08-02,10.32,11.23,10.26,10.92,40958800.0,10.47,10.35,10.13,0.97,0.578,0.43,0.46,-0.6,-0.22,-0.34,-0.1,31694700.0,31106600.0,27172900.0,10.316,10.146,9.943,0.04208192691675467,1
2022-08-03,11.08,11.34,11.04,11.2,35796500.0,10.92,10.47,10.35,0.3,0.97,0.578,0.43,-0.12,-0.6,-0.22,-0.34,40958800.0,31694700.0,31106600.0,10.618,10.373,10.099,0.025317783967766277,1
2022-08-04,11.19,11.41,11.03,11.32,32093400.0,11.2,10.92,10.47,0.38,0.3,0.97,0.578,-0.13,-0.12,-0.6,-0.22,35796500.0,40958800.0,31694700.0,10.909,10.615,10.274,0.010657284544895063,1
2022-08-05,11.01,11.62,10.85,11.45,50264800.0,11.32,11.2,10.92,0.77,0.38,0.3,0.97,-0.44,-0.13,-0.12,-0.6,32093400.0,35796500.0,40958800.0,11.114,10.822,10.44,0.011418667526136675,1
2022-08-08,9.77,10.4,9.71,9.82,125272600.0,11.45,11.32,11.2,0.69,0.77,0.38,0.3,-0.05,-0.44,-0.13,-0.12,50264800.0,32093400.0,35796500.0,11.282,11.006,10.601,-0.15356862205277128,0
2022-08-09,9.54,9.57,9.01,9.25,58788900.0,9.82,11.45,11.32,0.56,0.69,0.77,0.38,0.29,-0.05,-0.44,-0.13,125272600.0,50264800.0,32093400.0,10.551,10.658,10.477,-0.059797539765076714,0
2022-08-10,9.51,9.66,9.32,9.59,46054900.0,9.25,9.82,11.45,0.34,0.56,0.69,0.77,-0.08,0.29,-0.05,-0.44,58788900.0,125272600.0,50264800.0,9.901,10.246,10.281,0.036097353282158975,1
2022-08-11,9.76,10.05,9.4,9.42,44790900.0,9.59,9.25,9.82,0.65,0.34,0.56,0.69,0.34,-0.08,0.29,-0.05,46054900.0,58788900.0,125272600.0,9.745,10.054,10.171,-0.017885808119076207,0
2022-08-12,9.55,9.97,9.42,9.91,30638200.0,9.42,9.59,9.25,0.55,0.65,0.34,0.56,-0.36,0.34,-0.08,0.29,44790900.0,46054900.0,58788900.0,9.583,9.868,10.052,0.05070923625711463,1
2022-08-15,9.82,10.1,9.76,9.91,33263400.0,9.91,9.42,9.59,0.34,0.55,0.65,0.34,-0.09,-0.36,0.34,-0.08,30638200.0,44790900.0,46054900.0,9.746,9.88,10.029,0.0,0
2022-08-16,9.85,9.88,9.36,9.74,40603900.0,9.91,9.91,9.42,0.52,0.34,0.55,0.65,0.11,-0.09,-0.36,0.34,33263400.0,30638200.0,44790900.0,9.828,9.889,10.01,-0.01730323878924946,0
2022-08-17,9.56,9.619,9.33,9.43,33933600.0,9.74,9.91,9.91,0.289,0.52,0.34,0.55,0.13,0.11,-0.09,-0.36,40603900.0,33263400.0,30638200.0,9.784,9.845,9.967,-0.0323449651476911,0
2022-08-18,9.42,9.47,9.12,9.15,26365600.0,9.43,9.74,9.91,0.35,0.289,0.52,0.34,0.27,0.13,0.11,-0.09,33933600.0,40603900.0,33263400.0,9.607,9.724,9.882,-0.030142291410842025,0
2022-08-19,9.0,9.01,8.48,8.51,40560200.0,9.15,9.43,9.74,0.53,0.35,0.289,0.52,0.49,0.27,0.13,0.11,26365600.0,33933600.0,40603900.0,9.379,9.556,9.765,-0.07251186811583327,0
2022-08-22,8.32,8.4,8.06,8.07,37824900.0,8.51,9.15,9.43,0.34,0.53,0.35,0.289,0.25,0.49,0.27,0.13,40560200.0,26365600.0,33933600.0,8.944,9.249,9.566,-0.05308852501514053,0
2022-08-23,8.1,8.28,8.0,8.01,25658500.0,8.07,8.51,9.15,0.28,0.34,0.53,0.35,0.09,0.25,0.49,0.27,37824900.0,40560200.0,26365600.0,8.507,8.904,9.328,-0.007462654810996003,0
2022-08-24,8.04,8.36,7.98,8.1,26576400.0,8.01,8.07,8.51,0.38,0.28,0.34,0.53,-0.06,0.09,0.25,0.49,25658500.0,37824900.0,40560200.0,8.259,8.642,9.118,0.01117331911864117,1
2022-08-25,8.22,8.43,8.05,8.42,25635600.0,8.1,8.01,8.07,0.38,0.38,0.28,0.34,-0.2,-0.06,0.09,0.25,26576400.0,25658500.0,37824900.0,8.179,8.483,8.956,0.038745728541854055,1
2022-08-26,8.42,8.43,7.93,7.94,34150400.0,8.42,8.1,8.01,0.5,0.38,0.38,0.28,0.48,-0.2,-0.06,0.09,25635600.0,26576400.0,25658500.0,8.3,8.465,8.871,-0.058696554849622745,0
